acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-0.00019678545382600092,0.0001085714124382681,0.000378024169094506,-0.01353814253812558,-0.04009377064255577,-0.005177729905059523,8.553949400436046,-8.893591783071997,-6.136604817708333
-0.000266944658032619,0.00021424204124624303,0.0001258793859545925,-0.05078314257389734,-0.06325408823888634,-0.01090074206929577,-5.718799221900202,-2.7766236422354713,-1.989154237689394
-0.00018576139866326286,0.00019513189466387976,0.00032728537858216623,0.004542570808524622,-0.023503448591570657,-0.015318015174590466,-19.724595997431507,2.2392180686773258,-0.07908241421568628
5.991043645488825e-05,0.00020196551169063856,0.00041013590127032535,-0.02469496041875168,-0.006673431602933799,-0.008513048146339583,-8.328342297938482,4.3849346454326925,-0.1532275390625
-0.00022266060365608024,0.00021825549417939683,0.0004224982451857554,-0.015725577562791804,-0.004769339908576079,0.01568697356943384,-3.436202531008376,4.815692253832547,-0.1934532752403846
-0.00021511176379217115,0.00033360054655321694,0.000412388295319333,-0.016030528318996866,-0.004852290414136127,-0.016359205860945285,-0.4086818942775974,4.886474609375,0.21274329876077586
-0.00023500694989689758,0.00022075716422005615,0.0004187261574145182,-0.015196946114485068,-0.004772619829775776,-0.025232287473261585,-1.2393979673032407,5.7625037560096155,4.954239755306604
-0.0004245243935848918,0.00017712708142098843,0.0004193121127964562,-0.015241859187597247,-0.005077985499960072,-0.025753252302066612,-1.0500344669117647,8.8819580078125,-0.9540533021438954
-0.0002239057588427053,0.00017118442335271595,0.00041788384655298225,-0.01529984435560164,-0.0023665794535729155,-0.025549104281746837,-0.9331416377314815,4.970861098345588,-3.169980941280242
-0.00021935039965371758,0.0001742851039154779,0.00042013000885041417,-0.015334177678762136,-0.0050789382191671305,-0.02542092654194765,-1.4992379853219697,3.616412984913793,-4.4647021484375
-0.0002113321329385933,0.00017488326670120794,0.0004191290017396002,-0.015419629505294928,-0.0052425810677252166,-0.025275200659199765,-1.0479020743534482,3.972849719929245,-4.4264697265625
-0.00020806054872276933,0.00017550584429451793,0.0004182831004651805,-0.015465407269508924,-0.005068971831415704,-0.024921033356730824,0.05146558357007576,3.8735009765625,-4.4237353515625
-0.00020901272621841931,0.00017550584429451793,0.0004223517563402649,-0.017819438303284384,-0.005036927396465905,-0.02785854393416882,3.4233286830357144,3.8735009765625,-4.4069384765625
-0.00020915921506390532,0.00017511520737322595,0.00041988586077460486,-0.015154118472853759,-0.005031586657307606,-0.025013733329264157,0.037510463169642856,3.8735009765625,-5.0055930397727275
-0.00020793847468486535,0.00017665334025081795,0.0004196172978912168,-0.011277069857829346,-0.005043794061098006,-0.024919660023804396,-0.9561745383522727,3.8735009765625,-6.573231686827957
-0.00021058748130738136,0.00017690969573041593,0.00042153840814262224,0.019587741378189284,-0.005052949613940804,-0.024782276845137303,-0.88353515625,3.8735009765625,-11.473879419191919
-0.00021006256294439329,0.0001569900850747858,0.00043925713252781893,-0.023477093910648252,-0.0050506607257301064,-0.024929578539384094,-0.892861328125,3.8735009765625,-6.880350606424825
-0.0002096719260231013,7.14164653777471e-05,0.0004093642794355368,-0.02817583987237275,-0.005106357005523801,-0.024899822992644996,-0.874697265625,3.8735009765625,-3.8143865411931817
-0.00021157628101440334,0.0001674409760288405,8.94451962728082e-05,-0.028319040498062033,-0.005040742210150405,-0.024764778588213715,-2.1020078916807434,3.8735009765625,-2.438296911851415
-0.00021395672475353335,0.00019645080258413498,0.0004203212581764605,-0.028339640491958334,-0.005035401470992106,-0.024691534165471315,-4.293690671202957,3.8784326171875,-2.4984912109375
-0.00021348063600570535,0.00020569005871286589,0.00042678304391617774,-0.028286996063112236,-0.0050506607257301064,-0.024727393414105615,-1.653506747159091,3.4829862000512297,-2.5674450444240198
-0.0002117715994750493,0.00020322933702422995,0.00042486648152108405,-0.028286996063112236,-0.005088045899838202,-0.024727393414105615,-1.401015625,2.28070068359375,-2.4763720703125
-0.00021156407361061535,0.00020267952513194253,0.0004320240892768584,-0.028286996063112236,-0.0051345866267891,-0.025127013898336072,-1.13177734375,-1.107090135745432,-2.4780322265625
-0.0001821785990125765,0.00022455308799955047,0.00042458571123390803,-0.028286996063112236,-0.005172734763634095,-0.02470964866152856,-1.1609765625,2.2367671843497985,-1.0654593802787162
-0.00019416852320929288,0.00021198592660730226,0.00042320627460559204,-0.028309121982482335,-0.005197149571214893,-0.024727393414105615,-1.221669921875,3.9598991297468356,0.2985338184931507
9.68874257751133e-05,0.00028532406614008825,0.0004244758445997941,-0.02826181829279454,-0.005133060701315298,-0.024816660054322905,-1.215859375,5.186414930555555,1.0394287109375
-0.00017460086876020336,0.0002076436551750619,0.00041914120914341015,-0.028335062715536933,-0.005133060701315298,-0.024779274880214808,-1.215859375,6.3649761493389425,3.0426667865953947
-0.00021444652335483646,0.0001751811933396616,0.0004846956309436989,-0.028376262703329533,-0.005215460676900492,-0.024783852656636206,-1.233681640625,7.2425927734375,1.333822671469156
-0.0004552619341596295,0.00019600207525859655,0.000778682359411893,-0.02833964049195833,-0.0052543717764823895,-0.0248532822656941,-1.188076171875,7.2783837890625,-0.2959565662202381
-0.0002459767448957434,0.00019240089114043056,0.0004900213111327982,-0.028328196050904832,-0.005284890285958386,-0.024652499818062692,-1.203701171875,7.1659326171875,0.4840675636574074
-0.0002426924004880315,0.00019555040131835052,0.0006093246145503838,-0.028166447950682048,-0.005328379161961681,-0.022033913273124494,-0.09439579133064516,7.1894189453125,0.7616832386363637
-0.00023478255561995226,0.00022611758187179382,0.00048104675485686896,-0.027924588763084773,-0.005316171758171283,-0.024623630481887225,-1.280068359375,7.1967919921875,0.3035174675707547
-0.0001978933711667852,0.0001966978972746445,0.00045411949013748513,-0.027910855433820568,-0.005375682851649477,-0.02465796380504772,-1.279287109375,8.967506264740566,-1.1261409344059405
-0.00022858119449442583,0.00019916379284030603,0.00046619117632104226,-0.027838373973815084,-0.005219252014808472,-0.025499201256941606,-1.279287109375,12.790148788623595,1.9865100337009804
-0.000232988067262759,0.0001962001064756375,0.00047226142655525674,-0.03134664194667395,-0.005272682882167989,-0.024838023010956105,-1.272646484375,16.74790300641741,7.106614635836694
-0.00022928922391427184,0.00017919808904636386,0.00044414407230461157,-0.028165796497883627,-0.005393230994598175,-0.024735023041474614,-2.4553598257211537,20.902986653645833,5.874979654947917
-0.0003138896734499625,0.00013162906751217345,0.00025167213600590113,-0.027206433737776207,-0.005431379131443172,-0.024349523882461088,-1.372744140625,24.631384898040253,9.852940285852712
-0.0005656559056008236,2.3863285831855358e-05,0.003767151989219955,-0.01661983815552549,-0.00538102359080778,-0.015965011928206038,-1.369228515625,28.13689507378472,13.332137522977941
-0.003994841817016515,0.00040592201652049024,0.007859087065717163,-0.05665131396377942,-0.01122105986968588,-0.05296718709897555,-0.8628712780070755,28.4802392578125,18.93954307154605
