acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
0.0001019832357153078,0.00014967991570029792,0.0003326165396235877,-0.012414367471766314,-0.032682397426247796,-0.0038622517821307323,6.909953038832721,-4.927822113037109,-13.359279995050905
-0.0003355529453682125,0.00020242588240875406,0.0004043913497733695,-0.019462975417585376,-0.05974180766710252,-0.009177968161828025,-10.144804983428031,-10.729402075509658,-5.458658854166667
-0.00019878667125894798,0.0001970286939812875,0.0002440795342374799,-0.012254154721369039,-0.02731217154973198,-0.014483958881857257,-5.246134868421053,-3.9181950887044272,-2.6912744140625
-0.00019121433149201894,0.0001872005371257265,0.0003322180692063239,-0.0032377835270298865,-0.02250205213379437,0.01212072611015646,-8.53356748638731,-2.134940592447917,-2.7104542012117347
-0.0001828959263793172,0.00025732105438911357,0.0003427414043072646,-0.011892893595521203,-0.025388758859171117,-0.013539038516765745,-7.360322097252155,-1.8325830078125,-2.801504097732843
-0.00020951789078254679,0.0001560176631742115,1.975219354191741e-05,0.01699010641601726,-0.04196590505490096,-0.02289128243920379,-5.261184802158273,-1.812289368872549,-2.670466496394231
-0.00019750707375449451,0.0001510317436096016,0.00041329411185841856,-0.02426376390513921,-0.017294236047185815,-0.03069219031342508,-1.1043083582942195,-1.5408485814144737,-1.132571072048611
-0.0001904442187043292,0.0001512185916268011,0.0003799160393310559,-0.03114700003051846,-6.832952325118959e-05,-0.043817339665431713,-5.913636622407512,1.024395541487069,3.032816459037162
-0.00018883732575641159,0.00014935011145480515,0.00043917879050785734,-0.03252975241127574,-0.008802535853379647,-0.033623456401817874,-9.477963096217104,-1.3292885170326576,-1.9452995531486743
-0.00018979647891137206,0.00014362714832696105,0.0004412341186970574,-0.03125910951198792,-0.010535821794099893,-0.03358841266692531,-9.054539535984848,-2.4442661830357144,-4.800713433159722
-0.00019003315306649247,7.067572798691113e-05,0.0004392037035768186,-0.041875050864182334,-0.009514923862547075,-0.03275100202439443,-9.84221041932398,-2.6688521535773027,-5.420458984375
-0.00016891655900411846,0.00015077786985494732,0.00044194414116242056,-0.031389346666530975,-0.00935102389599287,-0.03314777249136291,-9.926370059742647,-3.8335658482142856,-5.528465857872596
-0.00018892600669996208,0.0001583686424183237,0.00044113528855249613,-0.030652572928338135,-0.009468211858247077,-0.03318669916161292,-9.610328530365566,-6.420000524328859,-7.183405095880682
-6.758975534877575e-05,0.00016026212625225937,0.00044022513940417975,-0.03068371426453813,-0.009640797143467461,-0.033086268352367915,-9.721983617665817,-17.258119525331438,-9.866635220722088
-0.00019166886785798072,0.00017754142887656897,0.0004406457716605061,-0.03067982159751313,-0.009515702395952074,-0.033154779292007906,-11.142698476012324,-3.65333251953125,-16.694682000910195
-0.00018808993368761397,0.00016223016810711964,0.0004403621612834634,-0.030662693862603133,-0.009515702395952074,-0.033113517021542915,-23.501762316064926,-5.497604927007299,-10.526119725233844
-0.00018840472509285735,0.00015707697306647378,0.00043551866206853246,-0.030662693862603133,-0.009515702395952074,-0.03308548981896292,-10.022331686580882,-0.7202432321947675,-6.83338623046875
-0.00019043176216985275,0.00015492272533875612,0.00043793313705985966,-0.030662693862603133,-0.009515702395952074,-0.03315322222519791,-9.173863002232142,2.973832194010417,-7.238688151041667
-0.00014932375763006812,0.00012432763908807774,0.0004376840063702617,-0.030662693862603133,-0.009515702395952074,-0.033105731687492916,-9.167585100446429,4.728445870535714,-5.767108269457547
-0.00019475417963441395,0.00015545381334999513,0.0004367373097497821,-0.030662693862603133,-0.009515702395952074,-0.03310884582111291,-9.167585100446429,4.6640283203125,-4.348230194627193
-0.00019565105011696903,0.00016223029267246121,0.0004438082262930146,-0.030654908528553133,-0.009515702395952074,-0.03313453742347791,-9.167585100446429,4.6953125,-2.0115077935376213
-0.00019152928250981566,0.0001577159947507712,0.0004651700431569466,-0.03060663945744314,-0.009515702395952074,-0.03307225475107792,-9.167585100446429,4.644591039540816,-0.09685169566761363
-0.00019514145329139365,0.0001593383587145172,0.00044552553518072,-0.03073859488087211,-0.009515702395952074,-0.03308393275215292,-9.167585100446429,5.211196216184701,5.552036539713542
-0.00019553894130665066,8.124841049428565e-05,0.0006302821812622678,-0.029431966926296894,-0.009515702395952074,-0.03307770448491292,-9.167585100446429,4.447861328125,-0.947037067819149
-0.0001966226598064119,-2.589542722609086e-05,0.0004669004965797326,-0.03061831745851814,-0.009515702395952074,-0.033012307678892926,-9.167585100446429,4.392156862745098,0.5872878086419753
-0.00019530226715153026,0.0001372405633246966,0.00045306436353647445,-0.03059963265679814,-0.009515702395952074,-0.03305279141595292,-9.167585100446429,4.440509406887755,-1.9789089626736112
-0.0001942060921172915,0.00011761415490272994,0.00044832188681617795,-0.03059963265679814,-0.009515702395952074,-0.03299673701079293,-9.167585100446429,3.544155067121479,-3.0975301106770834
-0.000210515072128059,0.00015092779260813288,0.0003987878377965623,-0.030622988658948136,-0.009515702395952074,-0.03298505900971793,-9.167585100446429,4.523934994103773,-2.622364277742347
-0.000192387438083216,0.0001482663929550351,0.0004535162616943372,-0.030644787594288136,-0.009515702395952074,-0.03298505900971793,-9.167585100446429,4.414899553571429,-2.6391551737882653
-0.00019232515541081396,0.00013870335572806552,0.00045712865669353435,-0.030666586529628132,-0.009515702395952074,-0.03298505900971793,-9.167585100446429,3.9585595703125,-2.6391551737882653
-0.0001928732429279344,0.00015064055957777028,0.0004719226466170708,-0.03067592893048813,-0.009515702395952074,-0.03298505900971793,-9.167585100446429,0.8436208471096417,-2.6391551737882653
-0.0001928732429279344,0.000182788817299996,0.0004474181867164245,-0.030623767192353137,-0.009515702395952074,-0.03298505900971793,-9.167585100446429,4.083106994628906,-2.6673559072066326
-0.00019288569946241603,0.00019481244406985843,0.0004407854147854299,-0.030654908528553133,-0.009515702395952074,-0.03298505900971793,-8.137229517886514,5.744967713647959,-2.371464482060185
-0.0001932843085657752,0.0002159301924308913,0.00043262463212238834,-0.03068215719772813,-0.009515702395952074,-0.03298505900971793,-9.220468558517156,6.023537149234694,-2.9647444385593222
-0.00019044421870433438,0.0002989092731484461,0.0002430943592094984,-0.03065880119557813,-0.009498574661042076,-0.03298505900971793,-9.0842529296875,6.006646603954081,-4.838443531709559
-0.00017758776152278777,0.00020753902928396124,0.0004169591357157884,-0.03197172228896213,-0.009511809728927076,-0.03298505900971793,-9.11367486447704,6.066535794005102,-9.971117102581522
-0.00018723575079052324,0.0002016531457701201,0.0004333041911487705,-0.03091447300750863,-0.009528158930432072,-0.03298505900971793,-9.11367486447704,6.084721779336735,-6.13687164614899
3.534615619371517e-05,0.00012495419122101126,0.0004023600980661259,-0.027418295168241718,-0.009269997253334095,-0.03298505900971793,-9.11367486447704,6.253328284438775,-3.6910024789663463
-0.0003750822939507512,0.0001904054361208475,0.0010996606706925145,-0.01426594781758255,-0.013613823867508913,-0.03298505900971793,-9.11367486447704,6.253328284438775,-3.0014797911352042
-0.0017064293779891408,0.00042939151569780715,0.004505664297641395,-0.05599614564120473,-0.006211139505089369,-0.03298428047631293,-9.11367486447704,6.238231425382653,-3.0009815449617347
-0.002999616961564701,0.0006937369914852818,0.007818043663890299,-0.1880848872341074,0.008242250115171015,-0.03298428047631293,-9.11367486447704,7.210796356201172,-2.9862334582270407
-0.004318851402983711,0.0008785800156421785,0.01105162299301872,-0.3804608668626909,0.04166165361022226,-0.032999435407574655,-9.11367486447704,7.4490990732230395,-2.979756257971939
-0.004514787605046054,0.0012287774552809585,0.013100893320370207,-0.6454720808578567,0.0924277972549535,-0.03297044282357246,-9.11367486447704,9.901423273859796,-2.868597536670918
0.00046510582137452737,0.0002609125034333124,0.009968701711465541,-0.9395883860914584,0.13996271136403413,-0.0317779205690991,-9.11367486447704,8.657035079656863,-0.5643081665039062
0.004583373142341384,-0.0005281109727743273,0.00734408498346082,-1.1900367343201814,0.1801405138000511,-0.03297960927588293,-9.11367486447704,8.6327392578125,1.3045730590820312
0.011050070908822478,-0.0019514444285969187,0.003747161191724305,-1.3585813470870085,0.2170377734958322,-0.03301386474570293,-9.11367486447704,8.7191357421875,3.594038899739583
0.019174359718557004,-0.003405744829136777,0.0003245209346229183,-1.464072949410485,0.23502488075982383,-0.03301386474570293,-9.11367486447704,8.73813177614796,5.2546912560096155
0.02727428420631225,-0.004994701986754921,-0.0005375840139351264,-1.516210319579659,0.24330534878494725,-0.03304267048168792,-9.11367486447704,10.132273840525794,8.545657596072635
0.03431212587577218,-0.00633714108831491,-0.0007389333003014509,-1.54959846176367,0.24912880000703477,-0.03304344901509292,-9.11367486447704,11.779788028492646,11.894300672743055
0.04149323080775016,-0.007694106128428066,-0.0009104581928938954,-1.5558096342574625,0.24804197351462898,-0.03277515171442043,-9.11367486447704,14.191114922531513,17.21895183466832
0.048839434647726054,-0.008928361847378755,-0.0006071893546831497,-1.5550458929871578,0.24867064963135435,-0.03300607941165293,-9.11367486447704,18.20135315306886,12.475892196745562
0.05575859111612412,-0.010214598684714466,-0.000668617816705744,-1.5557232170495077,0.2569611120354171,-0.03300607941165293,-9.11367486447704,22.335282759232953,8.753548758370536
0.06329065890707608,-0.011701896445091866,-0.0006809428031307603,-1.5536754966887412,0.2696043848902626,-0.03300607941165293,-9.11367486447704,30.239390177899097,6.504071916852679
0.07111794294148487,-0.013231439809420842,-0.00022023551569736583,-1.5618216399859415,0.2895977504106241,-0.03300607941165293,-9.11367486447704,21.060890810333028,9.067391744474085
0.07895772380288262,-0.014538647955290964,-0.0002046580933875521,-1.5911476368109565,0.2658730298851871,-0.03300607941165293,-9.11367486447704,15.48597043059593,5.714622096011513
0.08691540329013465,-0.015958555864131547,0.00042386242255925197,-1.5621013519699698,0.2541484931018825,-0.03288229260025794,-9.11367486447704,12.146651287468112,4.460410670230263
0.09450294752747124,-0.01733861531917061,0.00035124973296303265,-1.5470532233268233,0.24169367139537482,-0.03282390259488294,-9.11367486447704,9.929649716331845,2.4705835716011597
0.10199642497460419,-0.018782230903042655,0.0001847783847570221,-1.561784098191917,0.24174739020031982,-0.03305979821659793,-9.11367486447704,7.645564488002232,7.009316264719203
0.10935694137269762,-0.020194700766014543,0.0008189921118782516,-1.5790332681841954,0.2417629608684198,-0.03551999201731528,-9.11367486447704,6.29380859375,4.368877704326923
0.11685198834317496,-0.02160064350457118,0.0015113107174770108,-1.6034545920145677,0.24176529646863482,-0.03399106075378573,-9.076535692401961,5.733060709635416,2.5421048677884617
0.12680215597698774,-0.023338790956306785,0.002755092499833004,-1.5206462051620675,0.23640155571518326,-0.03963482423518429,-9.594376749067164,4.196231173485825,1.1954220502804487
0.1355340247125187,-0.025012351276763597,0.004902490032932232,-1.3660374455883004,0.22244501386244614,-0.03382989491459899,-8.729433121219758,3.286049107142857,-0.5706966624540442
0.1421845061887177,-0.026677329044963692,0.007024817532225444,-1.164197210608234,0.18330713827936634,-0.03339787100484284,-6.699071084299395,2.6067160866477272,-2.125658942657767
0.14860489056000217,-0.028060378068277943,0.009218967814183363,-0.8739957697608907,0.12749294181615028,-0.030487375673991412,-2.907963066994147,1.9515704719387754,0.181982421875
0.15068687573298914,-0.028627175165521625,0.010302851767316146,-0.5630639806155642,0.08067567979979856,-0.02471898722078812,2.3300316982581966,1.9624322385204083,-0.4576349431818182
0.13672890532597812,-0.02417175941698432,0.0035352379789770996,-0.2074006762652569,0.0961857780008881,-0.031252710525512636,15.279311769520888,1.1059776628521127,-0.2233089524872449
0.13311165379802847,-0.02294094457943911,-0.00011143740311148185,0.14494330096918065,0.16133656746490213,-0.03919472268626568,-1.3313974876926369,1.957698899872449,1.6847027277542372
0.13126613727225558,-0.02307741569261752,-0.0029961341145240466,0.39117862483596305,0.2532774699283688,-0.0477739142037821,-9.434778941761364,1.956802056760204,0.10487717848557693
0.1288001197488181,-0.024079285913829757,-0.005431627281946416,0.5861975104077093,0.3493002230342498,-0.05880757030701613,-10.466968677662036,2.7622391550164473,0.06662049585459184
0.14020297050977742,-0.029725816728253803,-0.0005567448085834927,0.7142623935379071,0.40255650228145395,-0.07829634310464208,-11.311142578125,0.9402524886592742,0.0763362962372449
0.14122667342641268,-0.032569817941520265,0.001237502545293706,0.758231433691064,0.36317590868861976,-0.05919567066915881,-23.355419921875,-1.41117919921875,-0.09266880580357142
0.13994919353281643,-0.035081715489015466,0.0011501995371957644,0.7982968382824183,0.3228914402761745,-0.04741643862558193,-28.87383124168883,-6.805650190873579,-0.038409797512755105
0.13730942942820742,-0.03733368253151653,0.002615325120058414,0.865197616152273,0.27739951780755023,-0.04344672231208224,-44.2948159271816,-12.370424420646067,-1.8752460186298077
0.13434970107646144,-0.039916818999702855,0.004169720013619616,0.9144688103825167,0.2239201788384654,-0.05099930283041335,-59.830827384159484,-22.41521714154412,2.2938027795339595
0.13061582079531234,-0.042179212161563694,0.004392035790114848,0.9870439584873528,0.16409179718519687,-0.04228453362934767,-75.9239169034091,-33.51411304139254,-0.3664976607921512
0.12587175887560417,-0.04488494584210217,0.0073950787516264774,1.05605822931608,0.08819023993153885,-0.03255126871166108,-92.72623614875637,-45.299380523989896,-2.6432861328125
0.11539883394380729,-0.04720573245320341,0.017670116088673072,1.1170534084624075,0.014280608304321159,-0.02968416570611611,-103.56745126314253,-53.93997923085387,-5.605759926892202
0.10349044980094144,-0.04600554814045734,0.025192101809747597,0.9735535316455146,-0.012217172025439451,-0.025587124437745645,-112.55593985098379,-60.677255192158384,-4.246298030931122
0.0965996812372826,-0.04474817309351179,0.02515050452644983,0.7010551618944647,-0.030769371623889836,-0.022431613106682492,-119.55457106370193,-65.52600628396739,-4.226467833227041
0.09180619503136053,-0.04257408430457967,0.02255909430638308,0.4033291956877968,-0.05282356777736207,-0.013573792898651422,-137.3970735103117,-67.88959827161815,-4.238674864477041
0.09433478431199131,-0.0409618616031048,0.01278117543596313,0.11288874508511858,-0.03494163921957123,0.005435303553858906,-123.94503471795029,-67.26800446012128,-2.4825231040396343
0.09777268987599308,-0.041115324360891506,0.006738406706412522,-0.010878848021324897,-0.014672859399444687,-0.009094443846230446,-119.47255532035615,-70.03886829723011,-4.280024601862981
0.0978651140570602,-0.041120245806440046,0.006743931620453709,-0.008646894503854231,-0.029133096306243018,-0.00848075468882986,-116.81106708233173,-71.92447580384814,-4.3174560546875
0.09785363073724618,-0.04113985778374579,0.006726328068994238,-0.03421984046769742,-0.029974781745945187,-0.009285329869873748,-114.65366643591773,-70.3898388671875,-4.745934864831349
